month,count,rank,word,frequency
2025-01,2492,16,리움,47
2025-01,2492,17,매수,45
2025-01,2492,18,비트코인,44
2025-01,2492,19,도지,43
2025-01,2492,20,상장,41
2025-02,2327,1,비트,273
2025-02,2327,2,코인,185
2025-02,2327,3,알트,172
2025-02,2327,4,하락,95
2025-02,2327,5,트럼프,89
2025-02,2327,6,반등,80
2025-02,2327,7,사람,79
2025-02,2327,8,청산,78
2025-02,2327,9,리움,76
2025-02,2327,10,차트,64
2025-02,2327,11,상승,60
2025-02,2327,12,파이,59
2025-02,2327,13,리플,57
2025-02,2327,14,라나,55
2025-02,2327,15,시드,55
2025-02,2327,16,매수,52
2025-02,2327,17,간다,47
2025-02,2327,18,이유,38
2025-02,2327,19,가격,38
2025-02,2327,20,이번,37
2025-03,2057,1,비트,179
2025-03,2057,2,코인,118
2025-03,2057,3,알트,106
2025-03,2057,4,트럼프,81
2025-03,2057,5,하락,75
2025-03,2057,6,청산,74
2025-03,2057,7,차트,64
2025-03,2057,8,사람,51
2025-03,2057,9,상승,49
2025-03,2057,10,하리,48
2025-03,2057,11,리움,46
2025-03,2057,12,비트코인,46
2025-03,2057,13,나스닥,45
2025-03,2057,14,반등,42
2025-03,2057,15,이번,37
2025-03,2057,16,무빙,35
2025-03,2057,17,미국,35
2025-03,2057,18,라나,34
2025-03,2057,19,리플,34
2025-03,2057,20,간다,32
2025-04,2251,1,비트,247
2025-04,2251,2,코인,112
2025-04,2251,3,알트,98
2025-04,2251,4,트럼프,97
2025-04,2251,5,차트,83
2025-04,2251,6,사람,77
2025-04,2251,7,알파카,72
2025-04,2251,8,관세,60
2025-04,2251,9,반등,59
2025-04,2251,10,청산,57
2025-04,2251,11,아르고,53
2025-04,2251,12,상승,51
2025-04,2251,13,시드,49
2025-04,2251,14,하락,47
2025-04,2251,15,비트코인,46
2025-04,2251,16,나스닥,46
2025-04,2251,17,이번,45
2025-04,2251,18,매수,41
2025-04,2251,19,한번,39
2025-04,2251,20,현물,39
