date,open,high,low,close,volume
2020-10-20,2.06051974,2.1704094,1.81112075,1.89151786,1066364.317
2020-10-19,2.21423882,2.27685567,1.99379436,2.0602657,367611.5143
2020-10-18,2.20436228,2.26993792,2.15616408,2.21409051,200423.2337
2020-10-17,2.13887318,2.27462122,2.10273349,2.20565705,264494.1949
2020-10-16,2.26733719,2.29916738,2.09501196,2.14301016,640030.3508
2020-10-15,2.31727379,2.39558007,2.18515688,2.27111636,321239.8762
2020-10-14,2.40642232,2.46356917,2.22954664,2.31548417,445319.4811
2020-10-13,2.57730523,2.59299363,2.32544041,2.4014163,675888.781
2020-10-12,2.42346878,2.73327873,2.37826664,2.58665057,608693.8868
2020-10-11,2.40191258,2.47476236,2.33102258,2.42316055,301864.8572
2020-10-10,2.53099232,2.65200376,2.33976797,2.40655669,508362.7299
2020-10-09,2.36508638,2.66417322,2.29544696,2.53500228,746742.0905
2020-10-08,2.30143009,2.46664519,2.01010391,2.36620379,1157434.785
2020-10-07,2.17497423,2.4197495,2.08119607,2.3013207,841637.2069
2020-10-06,2.65201774,2.66553859,2.11533986,2.17527522,643336.7892
2020-10-05,2.52133404,2.68717976,2.45069503,2.65131729,283128.0969
2020-10-04,2.5464386,2.60874099,2.40112624,2.52164551,356767.6073
2020-10-03,2.61884524,2.68560924,2.52974608,2.54715239,281583.923
2020-10-02,2.86249555,2.91131636,2.41076063,2.62625489,1242071.699
2020-10-01,2.90148347,3.01556726,2.64665281,2.86466003,570415.1208
2020-09-30,2.94739591,3.01038734,2.82271333,2.89658595,334429.7413
2020-09-29,2.95346067,3.06570158,2.83667457,2.94871703,331633.8519
2020-09-28,3.15826751,3.23359719,2.87031802,2.95089682,659386.7064
2020-09-27,3.13250223,3.20290679,2.97940419,3.16171897,438356.6688
2020-09-26,3.19399686,3.25132886,3.01118863,3.13239568,455734.4006
2020-09-25,3.15005692,3.28276914,2.89685759,3.19247576,714236.872
2020-09-24,2.85076221,3.29726379,2.77624446,3.14404811,992805.0603
2020-09-23,2.9228047,3.09032815,2.65908013,2.84775589,987750.6774
2020-09-22,2.75827841,3.03118635,2.64125175,2.91464907,1431536.905
2020-09-21,2.86597572,3.05068446,2.3772821,2.76616384,1511366.205
2020-09-20,3.02474946,3.03974843,2.6937092,2.86493479,544353.151
2020-09-19,3.10766973,3.33064181,2.93057746,3.0251833,651247.878
2020-09-18,2.88454911,3.20134585,2.70862849,3.11338001,1787407.232
2020-09-17,2.53226654,2.96636423,2.33562911,2.88398313,1980920.85
2020-09-16,2.93360526,3.04498413,2.37770562,2.53562212,2772923.756
2020-09-15,3.26498761,3.37840147,2.85551522,2.93346247,1009677.6
2020-09-14,3.25874196,3.6541628,3.07258832,3.26548989,1447897.537
2020-09-13,3.3388472,3.48542781,2.9728323,3.26341907,1364287.61
2020-09-12,3.40274196,3.47312585,3.12773934,3.3374614,779044.6434
2020-09-11,3.47662807,3.51642676,3.03515418,3.40307971,1423126.287
