date,open,high,low,close,volume
2025-04-30,1.31387E+13,1.31387E+13,1.31387E+13,1.31387E+13,0
2025-04-29,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-28,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-27,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-26,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-25,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-24,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-23,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-22,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-21,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-20,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-19,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-18,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-17,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-16,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-15,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-14,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-13,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-12,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-11,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-10,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-09,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-08,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-07,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-06,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-05,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-04,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-03,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-02,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-04-01,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-03-31,1.30692E+13,1.30692E+13,1.30692E+13,1.30692E+13,0
2025-03-30,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-29,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-28,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-27,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-26,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-25,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-24,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-23,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-22,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-21,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-20,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-19,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-18,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-17,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-16,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-15,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-14,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-13,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
2025-03-12,1.32757E+13,1.32757E+13,1.32757E+13,1.32757E+13,0
